transaction_id,customer_id,amount,currency,transaction_type,product_category,transaction_date
00000000-0000-0000-0000-0000000f4258,00000000-0000-0000-0000-0000000004a5,3915.9,CAD,refund,Security,2022-03-20
00000000-0000-0000-0000-0000000f4259,00000000-0000-0000-0000-0000000006f0,2171.43,USD,refund,Data Analytics,2022-11-08
00000000-0000-0000-0000-0000000f425a,00000000-0000-0000-0000-000000000f7b,4555.96,EUR,purchase,Security,2023-09-14
00000000-0000-0000-0000-0000000f425b,00000000-0000-0000-0000-000000000917,1653.85,USD,subscription,Compute,2023-12-25
00000000-0000-0000-0000-0000000f425c,00000000-0000-0000-0000-000000000a28,407.63,GBP,refund,Data Analytics,2023-07-15
00000000-0000-0000-0000-0000000f425d,00000000-0000-0000-0000-000000000080,3909.38,GBP,purchase,Cloud Platform,2023-06-16
00000000-0000-0000-0000-0000000f425e,00000000-0000-0000-0000-000000000a68,3631.98,AUD,subscription,Cloud Platform,2023-11-12
00000000-0000-0000-0000-0000000f425f,00000000-0000-0000-0000-000000001360,1366.78,EUR,purchase,ML Platform,2023-09-23
00000000-0000-0000-0000-0000000f4260,00000000-0000-0000-0000-000000000cbc,3466.43,AUD,subscription,Cloud Platform,2023-10-07
00000000-0000-0000-0000-0000000f4261,00000000-0000-0000-0000-000000000ed2,2955.59,AUD,refund,Storage,2023-08-13
00000000-0000-0000-0000-0000000f4262,00000000-0000-0000-0000-00000000028e,1131.57,USD,subscription,ML Platform,2022-01-23
00000000-0000-0000-0000-0000000f4263,00000000-0000-0000-0000-0000000010c0,2296.86,USD,refund,ML Platform,2022-09-25
00000000-0000-0000-0000-0000000f4264,00000000-0000-0000-0000-0000000012b5,4652.93,USD,refund,ML Platform,2022-03-10
00000000-0000-0000-0000-0000000f4265,00000000-0000-0000-0000-000000000d8f,4406.32,CAD,refund,Cloud Platform,2023-11-23
00000000-0000-0000-0000-0000000f4266,00000000-0000-0000-0000-000000001269,2630.29,CAD,refund,ML Platform,2023-07-14
00000000-0000-0000-0000-0000000f4267,00000000-0000-0000-0000-00000000111f,1649.96,CAD,subscription,Security,2022-01-24
00000000-0000-0000-0000-0000000f4268,00000000-0000-0000-0000-000000000672,4826.68,GBP,purchase,Storage,2023-04-25
00000000-0000-0000-0000-0000000f4269,00000000-0000-0000-0000-000000000991,4041.78,USD,refund,Support,2023-12-18
00000000-0000-0000-0000-0000000f426a,00000000-0000-0000-0000-0000000002ac,3332.72,USD,refund,Storage,2022-04-02
00000000-0000-0000-0000-0000000f426b,00000000-0000-0000-0000-000000000362,2716.54,USD,purchase,Compute,2023-11-26
00000000-0000-0000-0000-0000000f426c,00000000-0000-0000-0000-000000000fb0,4920.89,AUD,refund,API Services,2022-10-06
00000000-0000-0000-0000-0000000f426d,00000000-0000-0000-0000-00000000105d,4941.49,AUD,refund,Data Analytics,2023-12-16
00000000-0000-0000-0000-0000000f426e,00000000-0000-0000-0000-000000000814,3074.45,CAD,refund,ML Platform,2023-01-19
00000000-0000-0000-0000-0000000f426f,00000000-0000-0000-0000-000000000ea9,3294.6,CAD,subscription,Storage,2022-10-25
00000000-0000-0000-0000-0000000f4270,00000000-0000-0000-0000-0000000000c7,703.84,USD,purchase,Support,2022-07-08
00000000-0000-0000-0000-0000000f4271,00000000-0000-0000-0000-000000000c52,2801.35,AUD,subscription,Compute,2023-08-25
00000000-0000-0000-0000-0000000f4272,00000000-0000-0000-0000-000000000b03,2310.0,EUR,subscription,Storage,2023-04-21
00000000-0000-0000-0000-0000000f4273,00000000-0000-0000-0000-0000000000b4,228.14,CAD,subscription,Support,2022-12-22
00000000-0000-0000-0000-0000000f4274,00000000-0000-0000-0000-00000000021b,3128.59,EUR,subscription,Support,2023-10-08
00000000-0000-0000-0000-0000000f4275,00000000-0000-0000-0000-0000000001fd,871.56,AUD,refund,API Services,2022-02-15
00000000-0000-0000-0000-0000000f4276,00000000-0000-0000-0000-000000000680,2686.72,GBP,subscription,ML Platform,2023-02-06
00000000-0000-0000-0000-0000000f4277,00000000-0000-0000-0000-0000000001a5,1375.48,AUD,refund,Security,2023-03-09
00000000-0000-0000-0000-0000000f4278,00000000-0000-0000-0000-00000000049e,4521.74,EUR,purchase,Storage,2023-08-05
00000000-0000-0000-0000-0000000f4279,00000000-0000-0000-0000-000000000b6d,1016.01,CAD,purchase,Data Analytics,2022-01-06
00000000-0000-0000-0000-0000000f427a,00000000-0000-0000-0000-000000001218,2749.27,GBP,purchase,Security,2023-04-01
00000000-0000-0000-0000-0000000f427b,00000000-0000-0000-0000-000000000425,2197.57,EUR,purchase,Compute,2023-02-11
00000000-0000-0000-0000-0000000f427c,00000000-0000-0000-0000-000000000ed1,1843.64,GBP,subscription,Cloud Platform,2023-01-08
00000000-0000-0000-0000-0000000f427d,00000000-0000-0000-0000-00000000127a,2489.33,USD,purchase,ML Platform,2022-11-28
00000000-0000-0000-0000-0000000f427e,00000000-0000-0000-0000-0000000007bd,2363.74,GBP,refund,Cloud Platform,2023-06-03
00000000-0000-0000-0000-0000000f427f,00000000-0000-0000-0000-000000001088,1019.53,CAD,subscription,Security,2023-08-01
00000000-0000-0000-0000-0000000f4280,00000000-0000-0000-0000-000000000855,2582.05,CAD,purchase,Support,2023-08-16
00000000-0000-0000-0000-0000000f4281,00000000-0000-0000-0000-000000000d6f,2441.08,AUD,refund,Security,2023-04-02
00000000-0000-0000-0000-0000000f4282,00000000-0000-0000-0000-0000000002b3,4550.6,USD,refund,API Services,2023-04-08
00000000-0000-0000-0000-0000000f4283,00000000-0000-0000-0000-0000000010bd,3903.04,USD,purchase,Support,2023-04-04
00000000-0000-0000-0000-0000000f4284,00000000-0000-0000-0000-0000000004ae,8.68,AUD,subscription,Security,2022-08-07
00000000-0000-0000-0000-0000000f4285,00000000-0000-0000-0000-000000001282,2214.04,CAD,purchase,ML Platform,2023-05-03
00000000-0000-0000-0000-0000000f4286,00000000-0000-0000-0000-000000000140,4308.31,GBP,subscription,Security,2022-11-04
00000000-0000-0000-0000-0000000f4287,00000000-0000-0000-0000-000000000589,4922.77,GBP,purchase,Data Analytics,2022-02-15
00000000-0000-0000-0000-0000000f4288,00000000-0000-0000-0000-00000000040b,3103.55,EUR,purchase,Data Analytics,2022-01-23
00000000-0000-0000-0000-0000000f4289,00000000-0000-0000-0000-0000000006e0,4982.73,CAD,subscription,Support,2022-02-06
00000000-0000-0000-0000-0000000f428a,00000000-0000-0000-0000-000000000124,2943.81,GBP,subscription,Support,2022-05-31
00000000-0000-0000-0000-0000000f428b,00000000-0000-0000-0000-000000000fe7,120.76,AUD,subscription,API Services,2022-04-21
00000000-0000-0000-0000-0000000f428c,00000000-0000-0000-0000-000000001074,4270.17,AUD,purchase,API Services,2022-10-13
00000000-0000-0000-0000-0000000f428d,00000000-0000-0000-0000-000000000605,147.65,CAD,purchase,Support,2023-07-09
00000000-0000-0000-0000-0000000f428e,00000000-0000-0000-0000-0000000011a0,3211.27,USD,refund,Support,2022-12-20
00000000-0000-0000-0000-0000000f428f,00000000-0000-0000-0000-0000000000cd,3949.43,AUD,purchase,ML Platform,2023-10-15
00000000-0000-0000-0000-0000000f4290,00000000-0000-0000-0000-000000000b76,3428.05,AUD,subscription,Compute,2023-06-15
00000000-0000-0000-0000-0000000f4291,00000000-0000-0000-0000-000000000bcd,4996.32,USD,subscription,ML Platform,2022-10-14
00000000-0000-0000-0000-0000000f4292,00000000-0000-0000-0000-000000001034,2758.61,GBP,refund,ML Platform,2022-09-22
00000000-0000-0000-0000-0000000f4293,00000000-0000-0000-0000-000000001180,4400.43,EUR,purchase,Security,2023-07-05
00000000-0000-0000-0000-0000000f4294,00000000-0000-0000-0000-000000000cc2,4852.42,GBP,purchase,Storage,2022-01-09
00000000-0000-0000-0000-0000000f4295,00000000-0000-0000-0000-0000000009b1,2038.41,CAD,purchase,ML Platform,2022-10-27
00000000-0000-0000-0000-0000000f4296,00000000-0000-0000-0000-000000000471,1934.83,AUD,subscription,Support,2022-02-24
00000000-0000-0000-0000-0000000f4297,00000000-0000-0000-0000-000000000d09,2177.94,USD,purchase,Support,2022-12-20
00000000-0000-0000-0000-0000000f4298,00000000-0000-0000-0000-0000000000d1,417.98,CAD,subscription,Cloud Platform,2022-04-13
00000000-0000-0000-0000-0000000f4299,00000000-0000-0000-0000-000000000506,4002.54,GBP,subscription,Data Analytics,2023-07-22
00000000-0000-0000-0000-0000000f429a,00000000-0000-0000-0000-00000000035d,507.05,CAD,purchase,ML Platform,2023-02-11
00000000-0000-0000-0000-0000000f429b,00000000-0000-0000-0000-0000000005b8,3701.01,USD,subscription,Compute,2023-09-18
00000000-0000-0000-0000-0000000f429c,00000000-0000-0000-0000-000000000538,2044.11,EUR,purchase,Compute,2023-07-29
00000000-0000-0000-0000-0000000f429d,00000000-0000-0000-0000-0000000008af,2345.39,USD,purchase,Cloud Platform,2023-01-24
00000000-0000-0000-0000-0000000f429e,00000000-0000-0000-0000-00000000063d,348.09,GBP,purchase,Cloud Platform,2023-08-29
00000000-0000-0000-0000-0000000f429f,00000000-0000-0000-0000-000000000430,1406.9,EUR,purchase,Storage,2022-11-01
00000000-0000-0000-0000-0000000f42a0,00000000-0000-0000-0000-000000000023,3322.39,CAD,subscription,Compute,2022-10-20
00000000-0000-0000-0000-0000000f42a1,00000000-0000-0000-0000-0000000004bd,4746.77,CAD,subscription,Data Analytics,2023-12-26
00000000-0000-0000-0000-0000000f42a2,00000000-0000-0000-0000-000000000fbb,865.26,GBP,refund,Security,2023-05-19
00000000-0000-0000-0000-0000000f42a3,00000000-0000-0000-0000-0000000006ae,342.38,AUD,subscription,ML Platform,2022-02-07
00000000-0000-0000-0000-0000000f42a4,00000000-0000-0000-0000-000000000de5,4572.31,GBP,refund,Compute,2022-05-26
00000000-0000-0000-0000-0000000f42a5,00000000-0000-0000-0000-00000000008e,1054.66,GBP,refund,Storage,2023-05-02
00000000-0000-0000-0000-0000000f42a6,00000000-0000-0000-0000-000000000259,2884.25,USD,subscription,Compute,2023-11-28
00000000-0000-0000-0000-0000000f42a7,00000000-0000-0000-0000-000000000f43,1000.61,EUR,subscription,Data Analytics,2022-09-18
00000000-0000-0000-0000-0000000f42a8,00000000-0000-0000-0000-0000000004a1,4761.18,USD,refund,Cloud Platform,2023-04-20
00000000-0000-0000-0000-0000000f42a9,00000000-0000-0000-0000-0000000011de,3867.15,EUR,refund,Compute,2022-11-16
00000000-0000-0000-0000-0000000f42aa,00000000-0000-0000-0000-00000000131f,660.24,AUD,purchase,ML Platform,2022-02-28
00000000-0000-0000-0000-0000000f42ab,00000000-0000-0000-0000-000000000623,2588.56,EUR,subscription,Support,2022-06-27
00000000-0000-0000-0000-0000000f42ac,00000000-0000-0000-0000-000000000ecc,573.53,EUR,subscription,Support,2022-05-27
00000000-0000-0000-0000-0000000f42ad,00000000-0000-0000-0000-000000000987,2447.84,CAD,subscription,Support,2023-11-13
00000000-0000-0000-0000-0000000f42ae,00000000-0000-0000-0000-000000001235,669.37,EUR,refund,ML Platform,2022-04-10
00000000-0000-0000-0000-0000000f42af,00000000-0000-0000-0000-000000000d7b,3621.82,GBP,purchase,Cloud Platform,2022-10-14
00000000-0000-0000-0000-0000000f42b0,00000000-0000-0000-0000-000000001009,4528.57,AUD,refund,Security,2022-09-27
00000000-0000-0000-0000-0000000f42b1,00000000-0000-0000-0000-0000000003c1,1331.2,GBP,subscription,Storage,2023-03-16
00000000-0000-0000-0000-0000000f42b2,00000000-0000-0000-0000-0000000009da,2041.8,CAD,purchase,ML Platform,2022-03-23
00000000-0000-0000-0000-0000000f42b3,00000000-0000-0000-0000-000000001005,211.11,USD,purchase,Cloud Platform,2023-01-30
00000000-0000-0000-0000-0000000f42b4,00000000-0000-0000-0000-0000000006a3,1205.79,CAD,refund,ML Platform,2023-09-27
00000000-0000-0000-0000-0000000f42b5,00000000-0000-0000-0000-0000000008be,2988.49,GBP,refund,ML Platform,2022-12-31
00000000-0000-0000-0000-0000000f42b6,00000000-0000-0000-0000-000000000d65,1402.31,CAD,refund,Compute,2023-02-11
00000000-0000-0000-0000-0000000f42b7,00000000-0000-0000-0000-000000000e1f,4022.24,AUD,subscription,Data Analytics,2022-08-14
00000000-0000-0000-0000-0000000f42b8,00000000-0000-0000-0000-0000000009b0,3513.39,USD,refund,Support,2022-01-13
00000000-0000-0000-0000-0000000f42b9,00000000-0000-0000-0000-0000000006cd,830.99,EUR,purchase,Data Analytics,2023-03-10
00000000-0000-0000-0000-0000000f42ba,00000000-0000-0000-0000-000000000830,3714.78,EUR,subscription,Security,2023-11-27
00000000-0000-0000-0000-0000000f42bb,00000000-0000-0000-0000-000000000915,3607.58,GBP,subscription,Security,2022-05-03
00000000-0000-0000-0000-0000000f42bc,00000000-0000-0000-0000-0000000009cd,1996.14,USD,purchase,Support,2023-08-09
00000000-0000-0000-0000-0000000f42bd,00000000-0000-0000-0000-000000001071,959.05,AUD,purchase,Cloud Platform,2022-12-09
00000000-0000-0000-0000-0000000f42be,00000000-0000-0000-0000-000000001013,502.11,AUD,subscription,API Services,2023-03-09
00000000-0000-0000-0000-0000000f42bf,00000000-0000-0000-0000-000000000bb5,378.66,GBP,refund,Cloud Platform,2022-11-27
00000000-0000-0000-0000-0000000f42c0,00000000-0000-0000-0000-00000000130e,3330.87,AUD,purchase,ML Platform,2023-02-27
00000000-0000-0000-0000-0000000f42c1,00000000-0000-0000-0000-000000000b50,1023.32,CAD,subscription,Cloud Platform,2022-02-07
00000000-0000-0000-0000-0000000f42c2,00000000-0000-0000-0000-000000000a45,2294.68,AUD,purchase,Support,2022-04-04
00000000-0000-0000-0000-0000000f42c3,00000000-0000-0000-0000-00000000008c,2715.08,CAD,refund,Cloud Platform,2023-08-28
00000000-0000-0000-0000-0000000f42c4,00000000-0000-0000-0000-000000000a9f,295.52,EUR,refund,Support,2023-01-17
00000000-0000-0000-0000-0000000f42c5,00000000-0000-0000-0000-000000000398,1048.21,CAD,refund,Cloud Platform,2022-05-09
00000000-0000-0000-0000-0000000f42c6,00000000-0000-0000-0000-000000001372,4450.27,EUR,subscription,Security,2023-12-06
00000000-0000-0000-0000-0000000f42c7,00000000-0000-0000-0000-000000000166,3326.68,AUD,refund,Storage,2022-01-03
00000000-0000-0000-0000-0000000f42c8,00000000-0000-0000-0000-00000000061f,4952.79,USD,purchase,Data Analytics,2023-01-04
00000000-0000-0000-0000-0000000f42c9,00000000-0000-0000-0000-000000000ac8,4552.22,GBP,subscription,Storage,2023-08-08
00000000-0000-0000-0000-0000000f42ca,00000000-0000-0000-0000-000000000589,4565.14,USD,subscription,ML Platform,2022-04-24
00000000-0000-0000-0000-0000000f42cb,00000000-0000-0000-0000-000000000ddf,1957.72,GBP,purchase,Compute,2022-02-17
00000000-0000-0000-0000-0000000f42cc,00000000-0000-0000-0000-0000000003c8,2729.87,USD,subscription,ML Platform,2022-01-01
00000000-0000-0000-0000-0000000f42cd,00000000-0000-0000-0000-00000000068d,650.05,USD,subscription,API Services,2022-06-04
00000000-0000-0000-0000-0000000f42ce,00000000-0000-0000-0000-000000000b5e,1006.26,EUR,refund,Data Analytics,2022-10-21
00000000-0000-0000-0000-0000000f42cf,00000000-0000-0000-0000-000000000890,4876.72,AUD,purchase,ML Platform,2023-08-17
00000000-0000-0000-0000-0000000f42d0,00000000-0000-0000-0000-0000000004ff,4116.27,CAD,refund,Data Analytics,2022-11-16
00000000-0000-0000-0000-0000000f42d1,00000000-0000-0000-0000-000000001175,604.16,USD,purchase,Support,2023-02-23
00000000-0000-0000-0000-0000000f42d2,00000000-0000-0000-0000-0000000011b3,2493.74,EUR,refund,Data Analytics,2022-05-02
00000000-0000-0000-0000-0000000f42d3,00000000-0000-0000-0000-000000000fcc,1173.48,USD,purchase,Data Analytics,2023-01-19
00000000-0000-0000-0000-0000000f42d4,00000000-0000-0000-0000-0000000006b0,2725.76,GBP,refund,Cloud Platform,2022-07-29
00000000-0000-0000-0000-0000000f42d5,00000000-0000-0000-0000-000000000b9a,1629.49,AUD,subscription,Compute,2023-04-18
00000000-0000-0000-0000-0000000f42d6,00000000-0000-0000-0000-000000000729,440.95,USD,purchase,Data Analytics,2022-07-27
00000000-0000-0000-0000-0000000f42d7,00000000-0000-0000-0000-000000000263,4851.32,EUR,refund,API Services,2022-09-19
00000000-0000-0000-0000-0000000f42d8,00000000-0000-0000-0000-000000000c33,1898.49,CAD,purchase,Data Analytics,2022-07-26
00000000-0000-0000-0000-0000000f42d9,00000000-0000-0000-0000-000000000c12,4864.54,USD,refund,API Services,2023-08-30
00000000-0000-0000-0000-0000000f42da,00000000-0000-0000-0000-0000000008d5,4771.84,GBP,purchase,Compute,2022-01-03
00000000-0000-0000-0000-0000000f42db,00000000-0000-0000-0000-000000000276,4198.06,GBP,refund,Data Analytics,2023-12-14
00000000-0000-0000-0000-0000000f42dc,00000000-0000-0000-0000-000000000433,47.76,AUD,refund,Support,2022-09-21
00000000-0000-0000-0000-0000000f42dd,00000000-0000-0000-0000-000000000e75,1862.0,AUD,purchase,Compute,2022-03-05
00000000-0000-0000-0000-0000000f42de,00000000-0000-0000-0000-0000000000e5,2398.18,AUD,purchase,API Services,2023-12-03
00000000-0000-0000-0000-0000000f42df,00000000-0000-0000-0000-00000000060c,1847.99,EUR,subscription,API Services,2023-03-15
00000000-0000-0000-0000-0000000f42e0,00000000-0000-0000-0000-0000000008d0,315.99,CAD,refund,Data Analytics,2023-05-29
00000000-0000-0000-0000-0000000f42e1,00000000-0000-0000-0000-0000000000f1,3368.51,CAD,subscription,Storage,2023-01-31
00000000-0000-0000-0000-0000000f42e2,00000000-0000-0000-0000-000000000bc3,2676.93,GBP,refund,Support,2023-06-07
00000000-0000-0000-0000-0000000f42e3,00000000-0000-0000-0000-0000000007a4,2531.82,AUD,subscription,Compute,2022-04-01
00000000-0000-0000-0000-0000000f42e4,00000000-0000-0000-0000-000000000483,994.42,GBP,subscription,ML Platform,2023-09-17
00000000-0000-0000-0000-0000000f42e5,00000000-0000-0000-0000-000000000012,4612.62,USD,refund,API Services,2022-02-12
00000000-0000-0000-0000-0000000f42e6,00000000-0000-0000-0000-000000001316,310.12,EUR,subscription,Support,2023-12-01
00000000-0000-0000-0000-0000000f42e7,00000000-0000-0000-0000-0000000010ed,1569.48,EUR,refund,Compute,2023-02-18
00000000-0000-0000-0000-0000000f42e8,00000000-0000-0000-0000-000000000e25,969.69,EUR,subscription,Compute,2022-07-02
00000000-0000-0000-0000-0000000f42e9,00000000-0000-0000-0000-00000000109d,1983.24,EUR,subscription,ML Platform,2022-12-09
00000000-0000-0000-0000-0000000f42ea,00000000-0000-0000-0000-0000000009da,2447.45,USD,subscription,Data Analytics,2022-07-05
00000000-0000-0000-0000-0000000f42eb,00000000-0000-0000-0000-0000000002ad,1437.43,GBP,subscription,API Services,2023-09-25
00000000-0000-0000-0000-0000000f42ec,00000000-0000-0000-0000-000000000747,2850.61,EUR,refund,Security,2023-06-09
00000000-0000-0000-0000-0000000f42ed,00000000-0000-0000-0000-0000000004c6,4554.13,AUD,subscription,Data Analytics,2022-12-26
00000000-0000-0000-0000-0000000f42ee,00000000-0000-0000-0000-000000000d56,1840.39,AUD,refund,Cloud Platform,2022-10-28
00000000-0000-0000-0000-0000000f42ef,00000000-0000-0000-0000-0000000001b9,879.09,CAD,refund,Support,2023-04-17
00000000-0000-0000-0000-0000000f42f0,00000000-0000-0000-0000-000000000ee0,4571.93,CAD,refund,Data Analytics,2022-07-30
00000000-0000-0000-0000-0000000f42f1,00000000-0000-0000-0000-0000000007ac,1686.75,AUD,purchase,Security,2022-10-02
00000000-0000-0000-0000-0000000f42f2,00000000-0000-0000-0000-000000000917,4648.29,EUR,refund,Cloud Platform,2023-02-20
00000000-0000-0000-0000-0000000f42f3,00000000-0000-0000-0000-00000000117c,2585.68,EUR,subscription,API Services,2023-08-28
00000000-0000-0000-0000-0000000f42f4,00000000-0000-0000-0000-000000000723,3332.39,AUD,refund,Cloud Platform,2023-02-06
00000000-0000-0000-0000-0000000f42f5,00000000-0000-0000-0000-0000000004a4,4361.0,EUR,subscription,Security,2022-08-24
00000000-0000-0000-0000-0000000f42f6,00000000-0000-0000-0000-000000000383,2998.23,AUD,refund,ML Platform,2023-12-17
00000000-0000-0000-0000-0000000f42f7,00000000-0000-0000-0000-000000001013,3437.53,CAD,refund,Storage,2022-09-20
00000000-0000-0000-0000-0000000f42f8,00000000-0000-0000-0000-000000000b85,2098.72,USD,purchase,Data Analytics,2023-10-27
00000000-0000-0000-0000-0000000f42f9,00000000-0000-0000-0000-00000000115d,2057.53,CAD,refund,Security,2023-05-02
00000000-0000-0000-0000-0000000f42fa,00000000-0000-0000-0000-00000000131f,4131.62,GBP,subscription,Data Analytics,2023-10-09
00000000-0000-0000-0000-0000000f42fb,00000000-0000-0000-0000-0000000005a7,3030.97,CAD,refund,Storage,2022-10-19
00000000-0000-0000-0000-0000000f42fc,00000000-0000-0000-0000-0000000010a2,4171.22,EUR,refund,ML Platform,2022-05-08
00000000-0000-0000-0000-0000000f42fd,00000000-0000-0000-0000-00000000121d,3666.04,GBP,subscription,Data Analytics,2023-10-12
00000000-0000-0000-0000-0000000f42fe,00000000-0000-0000-0000-0000000003e5,3119.01,AUD,refund,Data Analytics,2022-08-21
00000000-0000-0000-0000-0000000f42ff,00000000-0000-0000-0000-000000000cc7,1488.18,CAD,refund,Security,2023-08-16
00000000-0000-0000-0000-0000000f4300,00000000-0000-0000-0000-000000000317,597.7,AUD,refund,Support,2022-02-14
00000000-0000-0000-0000-0000000f4301,00000000-0000-0000-0000-0000000003b9,3986.95,CAD,subscription,Cloud Platform,2023-07-24
00000000-0000-0000-0000-0000000f4302,00000000-0000-0000-0000-0000000005a9,4839.66,USD,subscription,Compute,2022-04-23
00000000-0000-0000-0000-0000000f4303,00000000-0000-0000-0000-000000000f19,3246.38,GBP,subscription,Security,2023-12-01
00000000-0000-0000-0000-0000000f4304,00000000-0000-0000-0000-000000001085,1292.88,GBP,subscription,Security,2023-03-29
00000000-0000-0000-0000-0000000f4305,00000000-0000-0000-0000-0000000003c1,3195.99,AUD,purchase,Support,2023-01-05
00000000-0000-0000-0000-0000000f4306,00000000-0000-0000-0000-000000000a6f,3059.49,USD,purchase,Storage,2022-04-29
00000000-0000-0000-0000-0000000f4307,00000000-0000-0000-0000-000000000529,546.86,CAD,refund,Support,2023-03-31
00000000-0000-0000-0000-0000000f4308,00000000-0000-0000-0000-000000000bfa,4789.51,EUR,refund,Storage,2022-05-08
00000000-0000-0000-0000-0000000f4309,00000000-0000-0000-0000-00000000101f,1089.25,CAD,purchase,Support,2023-04-15
00000000-0000-0000-0000-0000000f430a,00000000-0000-0000-0000-00000000015a,3545.9,EUR,refund,Data Analytics,2023-11-03
00000000-0000-0000-0000-0000000f430b,00000000-0000-0000-0000-000000000538,1814.5,CAD,subscription,Security,2022-04-24
00000000-0000-0000-0000-0000000f430c,00000000-0000-0000-0000-000000000465,37.93,EUR,refund,Data Analytics,2022-09-04
00000000-0000-0000-0000-0000000f430d,00000000-0000-0000-0000-000000000e3a,4932.55,AUD,subscription,Storage,2022-03-26
00000000-0000-0000-0000-0000000f430e,00000000-0000-0000-0000-000000000dd8,3170.32,GBP,refund,Security,2022-09-28
00000000-0000-0000-0000-0000000f430f,00000000-0000-0000-0000-000000000101,1830.76,AUD,subscription,ML Platform,2022-06-27
00000000-0000-0000-0000-0000000f4310,00000000-0000-0000-0000-000000000775,4103.03,GBP,subscription,Data Analytics,2023-08-05
00000000-0000-0000-0000-0000000f4311,00000000-0000-0000-0000-00000000106a,4016.24,GBP,refund,Security,2022-06-23
00000000-0000-0000-0000-0000000f4312,00000000-0000-0000-0000-000000001336,780.14,CAD,refund,Cloud Platform,2022-07-06
00000000-0000-0000-0000-0000000f4313,00000000-0000-0000-0000-000000000bae,3153.86,AUD,refund,Storage,2023-07-28
00000000-0000-0000-0000-0000000f4314,00000000-0000-0000-0000-000000000a3b,4566.38,GBP,purchase,Security,2022-02-08
00000000-0000-0000-0000-0000000f4315,00000000-0000-0000-0000-000000000a49,1472.85,AUD,subscription,ML Platform,2022-07-02
00000000-0000-0000-0000-0000000f4316,00000000-0000-0000-0000-00000000127e,554.07,AUD,subscription,Compute,2023-04-04
00000000-0000-0000-0000-0000000f4317,00000000-0000-0000-0000-0000000007a1,1243.1,GBP,subscription,API Services,2023-04-12
00000000-0000-0000-0000-0000000f4318,00000000-0000-0000-0000-0000000000eb,4219.33,CAD,subscription,API Services,2022-05-30
00000000-0000-0000-0000-0000000f4319,00000000-0000-0000-0000-000000000699,256.75,USD,refund,Data Analytics,2023-09-16
