interaction_id,customer_id,channel,interaction_type,sentiment_score,interaction_date
00000000-0000-0000-0000-000000989696,00000000-0000-0000-0000-000000000f98,chat,sales,0.7118,2022-09-13
00000000-0000-0000-0000-000000989697,00000000-0000-0000-0000-0000000002d6,chat,support,0.1175,2023-12-30
00000000-0000-0000-0000-000000989698,00000000-0000-0000-0000-000000000c1f,email,sales,0.7573,2023-11-21
00000000-0000-0000-0000-000000989699,00000000-0000-0000-0000-0000000007eb,phone,marketing,0.7719,2022-08-01
00000000-0000-0000-0000-00000098969a,00000000-0000-0000-0000-0000000005e9,web,sales,0.532,2022-03-19
00000000-0000-0000-0000-00000098969b,00000000-0000-0000-0000-000000000421,chat,marketing,0.4517,2023-11-08
00000000-0000-0000-0000-00000098969c,00000000-0000-0000-0000-000000000876,phone,marketing,0.6298,2023-01-29
00000000-0000-0000-0000-00000098969d,00000000-0000-0000-0000-000000000704,chat,marketing,0.2064,2023-10-20
00000000-0000-0000-0000-00000098969e,00000000-0000-0000-0000-000000000652,web,marketing,0.105,2022-02-05
00000000-0000-0000-0000-00000098969f,00000000-0000-0000-0000-00000000031e,email,marketing,0.4224,2023-11-24
00000000-0000-0000-0000-0000009896a0,00000000-0000-0000-0000-000000000038,email,support,0.8771,2022-06-18
00000000-0000-0000-0000-0000009896a1,00000000-0000-0000-0000-000000000a39,chat,support,0.6234,2022-01-06
00000000-0000-0000-0000-0000009896a2,00000000-0000-0000-0000-000000000d0a,chat,support,0.3283,2023-04-04
00000000-0000-0000-0000-0000009896a3,00000000-0000-0000-0000-0000000012cf,email,marketing,0.1725,2022-07-27
00000000-0000-0000-0000-0000009896a4,00000000-0000-0000-0000-00000000070f,web,sales,0.9121,2022-08-11
00000000-0000-0000-0000-0000009896a5,00000000-0000-0000-0000-000000000a87,chat,sales,0.1835,2022-04-27
00000000-0000-0000-0000-0000009896a6,00000000-0000-0000-0000-000000000641,web,support,0.4489,2022-07-08
00000000-0000-0000-0000-0000009896a7,00000000-0000-0000-0000-0000000011d6,phone,marketing,0.9388,2023-02-25
00000000-0000-0000-0000-0000009896a8,00000000-0000-0000-0000-00000000022e,email,sales,0.2192,2023-03-21
00000000-0000-0000-0000-0000009896a9,00000000-0000-0000-0000-000000000d40,email,marketing,0.6517,2022-05-12
00000000-0000-0000-0000-0000009896aa,00000000-0000-0000-0000-00000000064c,phone,support,0.5309,2022-05-31
00000000-0000-0000-0000-0000009896ab,00000000-0000-0000-0000-000000001097,phone,marketing,0.9087,2023-06-09
00000000-0000-0000-0000-0000009896ac,00000000-0000-0000-0000-000000000431,email,marketing,0.6036,2023-08-25
00000000-0000-0000-0000-0000009896ad,00000000-0000-0000-0000-000000000b03,email,sales,0.9022,2022-12-09
00000000-0000-0000-0000-0000009896ae,00000000-0000-0000-0000-000000000700,email,sales,0.4,2022-12-13
00000000-0000-0000-0000-0000009896af,00000000-0000-0000-0000-0000000008d1,chat,support,0.0182,2023-02-05
00000000-0000-0000-0000-0000009896b0,00000000-0000-0000-0000-000000000f68,phone,support,0.6496,2023-07-19
00000000-0000-0000-0000-0000009896b1,00000000-0000-0000-0000-000000000729,web,marketing,0.5239,2022-03-26
00000000-0000-0000-0000-0000009896b2,00000000-0000-0000-0000-000000000ffc,web,support,0.049,2023-08-15
00000000-0000-0000-0000-0000009896b3,00000000-0000-0000-0000-0000000002f0,chat,sales,0.6372,2022-11-20
00000000-0000-0000-0000-0000009896b4,00000000-0000-0000-0000-0000000002cc,chat,support,0.5451,2022-12-02
00000000-0000-0000-0000-0000009896b5,00000000-0000-0000-0000-0000000002e6,email,support,0.5729,2023-03-05
00000000-0000-0000-0000-0000009896b6,00000000-0000-0000-0000-000000000574,email,sales,0.0427,2022-03-21
00000000-0000-0000-0000-0000009896b7,00000000-0000-0000-0000-00000000045c,chat,sales,0.8296,2023-03-08
00000000-0000-0000-0000-0000009896b8,00000000-0000-0000-0000-00000000024f,chat,marketing,0.3954,2023-09-11
00000000-0000-0000-0000-0000009896b9,00000000-0000-0000-0000-000000000a67,phone,sales,0.1443,2022-12-04
00000000-0000-0000-0000-0000009896ba,00000000-0000-0000-0000-000000000a0e,web,sales,0.5623,2022-03-07
00000000-0000-0000-0000-0000009896bb,00000000-0000-0000-0000-0000000007b1,email,marketing,0.0632,2022-02-14
00000000-0000-0000-0000-0000009896bc,00000000-0000-0000-0000-000000000b37,email,support,0.7354,2022-10-29
00000000-0000-0000-0000-0000009896bd,00000000-0000-0000-0000-000000000aef,email,marketing,0.3604,2022-12-11
00000000-0000-0000-0000-0000009896be,00000000-0000-0000-0000-000000000959,email,sales,0.2659,2022-01-19
00000000-0000-0000-0000-0000009896bf,00000000-0000-0000-0000-000000000ed8,email,sales,0.3555,2023-02-03
00000000-0000-0000-0000-0000009896c0,00000000-0000-0000-0000-000000000382,web,support,0.1246,2022-08-14
00000000-0000-0000-0000-0000009896c1,00000000-0000-0000-0000-000000000e47,email,support,0.3908,2022-02-23
00000000-0000-0000-0000-0000009896c2,00000000-0000-0000-0000-0000000008b7,phone,sales,0.4282,2022-12-01
00000000-0000-0000-0000-0000009896c3,00000000-0000-0000-0000-0000000007ec,email,support,0.0473,2022-04-21
00000000-0000-0000-0000-0000009896c4,00000000-0000-0000-0000-000000000dfb,web,sales,0.7012,2023-12-17
00000000-0000-0000-0000-0000009896c5,00000000-0000-0000-0000-0000000002c9,phone,support,0.1786,2023-05-26
00000000-0000-0000-0000-0000009896c6,00000000-0000-0000-0000-0000000000ab,email,marketing,0.9572,2022-06-05
00000000-0000-0000-0000-0000009896c7,00000000-0000-0000-0000-0000000011dd,web,marketing,0.4698,2022-03-21
00000000-0000-0000-0000-0000009896c8,00000000-0000-0000-0000-000000000e67,web,support,0.5116,2022-09-06
00000000-0000-0000-0000-0000009896c9,00000000-0000-0000-0000-0000000012a9,chat,marketing,0.1095,2022-05-31
00000000-0000-0000-0000-0000009896ca,00000000-0000-0000-0000-00000000001d,phone,marketing,0.9245,2022-03-19
00000000-0000-0000-0000-0000009896cb,00000000-0000-0000-0000-000000000934,phone,support,0.3902,2023-03-20
00000000-0000-0000-0000-0000009896cc,00000000-0000-0000-0000-000000000ed7,chat,marketing,0.5905,2022-04-17
00000000-0000-0000-0000-0000009896cd,00000000-0000-0000-0000-0000000006b3,email,support,0.6139,2023-10-23
00000000-0000-0000-0000-0000009896ce,00000000-0000-0000-0000-000000001268,web,marketing,0.7941,2022-11-06
00000000-0000-0000-0000-0000009896cf,00000000-0000-0000-0000-000000000408,phone,sales,0.2104,2022-03-26
00000000-0000-0000-0000-0000009896d0,00000000-0000-0000-0000-0000000009db,chat,marketing,0.0615,2022-03-04
00000000-0000-0000-0000-0000009896d1,00000000-0000-0000-0000-000000000988,chat,marketing,0.6266,2023-09-17
00000000-0000-0000-0000-0000009896d2,00000000-0000-0000-0000-000000001348,email,sales,0.7317,2022-10-20
00000000-0000-0000-0000-0000009896d3,00000000-0000-0000-0000-0000000001ba,web,marketing,0.5221,2023-09-14
00000000-0000-0000-0000-0000009896d4,00000000-0000-0000-0000-000000000094,email,marketing,0.8677,2022-02-06
00000000-0000-0000-0000-0000009896d5,00000000-0000-0000-0000-00000000063f,phone,marketing,0.1965,2022-12-02
00000000-0000-0000-0000-0000009896d6,00000000-0000-0000-0000-00000000020d,email,support,0.1785,2023-07-28
00000000-0000-0000-0000-0000009896d7,00000000-0000-0000-0000-0000000005ca,web,sales,0.999,2023-04-22
00000000-0000-0000-0000-0000009896d8,00000000-0000-0000-0000-00000000066a,email,marketing,0.7347,2022-06-21
00000000-0000-0000-0000-0000009896d9,00000000-0000-0000-0000-000000000ebd,email,marketing,0.2065,2022-01-10
00000000-0000-0000-0000-0000009896da,00000000-0000-0000-0000-000000000e51,chat,marketing,0.7488,2022-05-04
00000000-0000-0000-0000-0000009896db,00000000-0000-0000-0000-0000000008b6,phone,sales,0.0609,2022-11-24
00000000-0000-0000-0000-0000009896dc,00000000-0000-0000-0000-000000001310,email,support,0.4079,2022-01-17
00000000-0000-0000-0000-0000009896dd,00000000-0000-0000-0000-000000000fb9,web,sales,0.5966,2023-01-03
00000000-0000-0000-0000-0000009896de,00000000-0000-0000-0000-0000000009ed,web,marketing,0.9004,2022-08-23
00000000-0000-0000-0000-0000009896df,00000000-0000-0000-0000-000000000056,web,marketing,0.8111,2023-11-24
00000000-0000-0000-0000-0000009896e0,00000000-0000-0000-0000-000000000124,web,marketing,0.8043,2022-06-20
00000000-0000-0000-0000-0000009896e1,00000000-0000-0000-0000-0000000007f1,web,support,0.7699,2023-08-23
00000000-0000-0000-0000-0000009896e2,00000000-0000-0000-0000-00000000106a,chat,marketing,0.0936,2022-07-14
00000000-0000-0000-0000-0000009896e3,00000000-0000-0000-0000-000000000b45,chat,support,0.0382,2022-10-14
00000000-0000-0000-0000-0000009896e4,00000000-0000-0000-0000-0000000007c5,chat,marketing,0.49,2022-08-12
00000000-0000-0000-0000-0000009896e5,00000000-0000-0000-0000-00000000029c,web,support,0.1759,2022-06-29
00000000-0000-0000-0000-0000009896e6,00000000-0000-0000-0000-0000000010ea,phone,support,0.23,2022-05-11
00000000-0000-0000-0000-0000009896e7,00000000-0000-0000-0000-000000000a39,email,marketing,0.8044,2022-04-29
00000000-0000-0000-0000-0000009896e8,00000000-0000-0000-0000-00000000093c,phone,marketing,0.643,2022-05-29
00000000-0000-0000-0000-0000009896e9,00000000-0000-0000-0000-000000000a5d,chat,support,0.5534,2022-10-12
00000000-0000-0000-0000-0000009896ea,00000000-0000-0000-0000-000000000c94,email,support,0.8404,2023-05-15
00000000-0000-0000-0000-0000009896eb,00000000-0000-0000-0000-000000000a96,phone,support,0.3881,2023-05-24
00000000-0000-0000-0000-0000009896ec,00000000-0000-0000-0000-000000001115,chat,marketing,0.0533,2023-08-20
00000000-0000-0000-0000-0000009896ed,00000000-0000-0000-0000-000000001056,email,support,0.9507,2022-01-05
00000000-0000-0000-0000-0000009896ee,00000000-0000-0000-0000-0000000009f0,email,marketing,0.5735,2023-01-22
00000000-0000-0000-0000-0000009896ef,00000000-0000-0000-0000-000000001120,phone,marketing,0.5074,2022-07-29
00000000-0000-0000-0000-0000009896f0,00000000-0000-0000-0000-000000000b8b,chat,marketing,0.9828,2023-07-29
00000000-0000-0000-0000-0000009896f1,00000000-0000-0000-0000-000000000b6b,chat,marketing,0.8558,2023-01-28
00000000-0000-0000-0000-0000009896f2,00000000-0000-0000-0000-000000000282,phone,support,0.6705,2023-11-12
00000000-0000-0000-0000-0000009896f3,00000000-0000-0000-0000-00000000106c,email,support,0.1052,2023-06-12
00000000-0000-0000-0000-0000009896f4,00000000-0000-0000-0000-000000000ead,web,support,0.4396,2023-04-16
00000000-0000-0000-0000-0000009896f5,00000000-0000-0000-0000-00000000068b,email,support,0.4959,2022-11-25
00000000-0000-0000-0000-0000009896f6,00000000-0000-0000-0000-000000000bee,email,support,0.3017,2022-10-14
00000000-0000-0000-0000-0000009896f7,00000000-0000-0000-0000-000000000a15,web,marketing,0.809,2023-09-17
00000000-0000-0000-0000-0000009896f8,00000000-0000-0000-0000-000000000e49,chat,marketing,0.077,2022-03-08
00000000-0000-0000-0000-0000009896f9,00000000-0000-0000-0000-000000000830,web,sales,0.8546,2023-01-16
00000000-0000-0000-0000-0000009896fa,00000000-0000-0000-0000-000000000e65,chat,support,0.0367,2023-12-08
00000000-0000-0000-0000-0000009896fb,00000000-0000-0000-0000-000000000a9a,phone,sales,0.4304,2022-01-28
00000000-0000-0000-0000-0000009896fc,00000000-0000-0000-0000-0000000004b9,web,sales,0.3498,2022-10-09
00000000-0000-0000-0000-0000009896fd,00000000-0000-0000-0000-000000000656,web,sales,0.1401,2023-10-20
00000000-0000-0000-0000-0000009896fe,00000000-0000-0000-0000-000000000e86,chat,support,0.9811,2023-04-23
00000000-0000-0000-0000-0000009896ff,00000000-0000-0000-0000-0000000000a8,chat,sales,0.6527,2022-05-17
00000000-0000-0000-0000-000000989700,00000000-0000-0000-0000-000000000e8a,chat,support,0.9547,2023-02-17
00000000-0000-0000-0000-000000989701,00000000-0000-0000-0000-000000000282,chat,support,0.0035,2022-02-02
00000000-0000-0000-0000-000000989702,00000000-0000-0000-0000-000000000cd6,chat,support,0.5717,2023-08-13
00000000-0000-0000-0000-000000989703,00000000-0000-0000-0000-000000000437,web,sales,0.8152,2023-06-27
00000000-0000-0000-0000-000000989704,00000000-0000-0000-0000-000000000d9c,phone,support,0.5118,2022-01-08
00000000-0000-0000-0000-000000989705,00000000-0000-0000-0000-000000001213,chat,marketing,0.7794,2022-03-28
00000000-0000-0000-0000-000000989706,00000000-0000-0000-0000-000000000ddd,email,sales,0.1461,2023-03-18
00000000-0000-0000-0000-000000989707,00000000-0000-0000-0000-00000000121c,web,marketing,0.3116,2022-01-26
00000000-0000-0000-0000-000000989708,00000000-0000-0000-0000-000000000a86,email,sales,0.656,2023-01-11
00000000-0000-0000-0000-000000989709,00000000-0000-0000-0000-000000001249,web,marketing,0.1384,2022-04-23
00000000-0000-0000-0000-00000098970a,00000000-0000-0000-0000-000000000e9b,phone,support,0.4159,2022-04-07
00000000-0000-0000-0000-00000098970b,00000000-0000-0000-0000-00000000013a,email,sales,0.8919,2022-01-20
00000000-0000-0000-0000-00000098970c,00000000-0000-0000-0000-000000000b48,web,sales,0.7384,2022-04-03
00000000-0000-0000-0000-00000098970d,00000000-0000-0000-0000-00000000070f,chat,marketing,0.5217,2022-07-02
00000000-0000-0000-0000-00000098970e,00000000-0000-0000-0000-0000000012a4,phone,marketing,0.6502,2023-05-21
00000000-0000-0000-0000-00000098970f,00000000-0000-0000-0000-000000001169,email,marketing,0.1031,2023-03-08
00000000-0000-0000-0000-000000989710,00000000-0000-0000-0000-0000000006a9,chat,support,0.1363,2022-06-20
00000000-0000-0000-0000-000000989711,00000000-0000-0000-0000-000000000bd3,chat,marketing,0.6574,2022-09-29
00000000-0000-0000-0000-000000989712,00000000-0000-0000-0000-00000000110a,chat,sales,0.0729,2022-06-02
00000000-0000-0000-0000-000000989713,00000000-0000-0000-0000-000000000a22,chat,sales,0.7556,2022-10-18
00000000-0000-0000-0000-000000989714,00000000-0000-0000-0000-0000000007ca,phone,support,0.3827,2022-11-18
00000000-0000-0000-0000-000000989715,00000000-0000-0000-0000-00000000117b,chat,sales,0.7847,2022-10-25
00000000-0000-0000-0000-000000989716,00000000-0000-0000-0000-0000000002b9,email,marketing,0.1971,2023-09-06
00000000-0000-0000-0000-000000989717,00000000-0000-0000-0000-00000000134a,phone,sales,0.8435,2022-04-09
00000000-0000-0000-0000-000000989718,00000000-0000-0000-0000-0000000011d3,phone,sales,0.39,2022-06-11
00000000-0000-0000-0000-000000989719,00000000-0000-0000-0000-0000000003c4,chat,sales,0.5324,2023-06-07
00000000-0000-0000-0000-00000098971a,00000000-0000-0000-0000-000000000aa3,web,support,0.9421,2023-11-15
00000000-0000-0000-0000-00000098971b,00000000-0000-0000-0000-000000000410,phone,marketing,0.2408,2023-02-23
00000000-0000-0000-0000-00000098971c,00000000-0000-0000-0000-00000000061a,phone,support,0.9044,2023-02-10
00000000-0000-0000-0000-00000098971d,00000000-0000-0000-0000-000000000f1a,web,support,0.7987,2023-07-17
00000000-0000-0000-0000-00000098971e,00000000-0000-0000-0000-0000000002ac,web,sales,0.0371,2023-10-21
00000000-0000-0000-0000-00000098971f,00000000-0000-0000-0000-000000000256,phone,support,0.6442,2022-10-13
00000000-0000-0000-0000-000000989720,00000000-0000-0000-0000-00000000127f,chat,sales,0.5651,2023-01-10
00000000-0000-0000-0000-000000989721,00000000-0000-0000-0000-0000000003aa,email,sales,0.0068,2022-11-24
00000000-0000-0000-0000-000000989722,00000000-0000-0000-0000-00000000115c,email,sales,0.9325,2022-01-06
00000000-0000-0000-0000-000000989723,00000000-0000-0000-0000-0000000008dc,web,marketing,0.4023,2023-02-02
00000000-0000-0000-0000-000000989724,00000000-0000-0000-0000-0000000005cb,chat,support,0.4228,2023-07-12
00000000-0000-0000-0000-000000989725,00000000-0000-0000-0000-00000000099d,phone,support,0.9205,2022-07-12
00000000-0000-0000-0000-000000989726,00000000-0000-0000-0000-000000000d60,email,marketing,0.3196,2023-08-01
00000000-0000-0000-0000-000000989727,00000000-0000-0000-0000-00000000013e,chat,marketing,0.9717,2022-12-18
00000000-0000-0000-0000-000000989728,00000000-0000-0000-0000-000000000e55,chat,support,0.6972,2022-04-01
00000000-0000-0000-0000-000000989729,00000000-0000-0000-0000-00000000032f,email,support,0.1352,2022-01-30
00000000-0000-0000-0000-00000098972a,00000000-0000-0000-0000-000000000508,email,support,0.9041,2023-09-25
00000000-0000-0000-0000-00000098972b,00000000-0000-0000-0000-000000000e7d,chat,sales,0.9438,2023-11-24
00000000-0000-0000-0000-00000098972c,00000000-0000-0000-0000-00000000061a,phone,sales,0.8465,2022-04-02
00000000-0000-0000-0000-00000098972d,00000000-0000-0000-0000-0000000007c9,web,sales,0.112,2023-07-24
00000000-0000-0000-0000-00000098972e,00000000-0000-0000-0000-000000000610,web,support,0.9949,2023-06-05
00000000-0000-0000-0000-00000098972f,00000000-0000-0000-0000-000000000c7e,web,marketing,0.0554,2023-06-22
00000000-0000-0000-0000-000000989730,00000000-0000-0000-0000-000000001150,phone,marketing,0.0242,2022-10-01
00000000-0000-0000-0000-000000989731,00000000-0000-0000-0000-000000000dee,web,sales,0.2138,2022-12-14
00000000-0000-0000-0000-000000989732,00000000-0000-0000-0000-000000000464,phone,marketing,0.5541,2022-09-20
00000000-0000-0000-0000-000000989733,00000000-0000-0000-0000-0000000004c3,web,marketing,0.4195,2022-09-02
00000000-0000-0000-0000-000000989734,00000000-0000-0000-0000-000000000baf,chat,sales,0.8827,2022-01-21
00000000-0000-0000-0000-000000989735,00000000-0000-0000-0000-000000000e54,chat,support,0.82,2022-04-10
00000000-0000-0000-0000-000000989736,00000000-0000-0000-0000-00000000126b,chat,marketing,0.9522,2023-09-07
00000000-0000-0000-0000-000000989737,00000000-0000-0000-0000-000000000ca2,phone,sales,0.6817,2022-06-27
00000000-0000-0000-0000-000000989738,00000000-0000-0000-0000-0000000003b9,chat,marketing,0.1188,2022-04-29
00000000-0000-0000-0000-000000989739,00000000-0000-0000-0000-000000000247,web,marketing,0.8352,2023-07-25
00000000-0000-0000-0000-00000098973a,00000000-0000-0000-0000-000000000fa3,chat,support,0.4155,2023-02-25
00000000-0000-0000-0000-00000098973b,00000000-0000-0000-0000-000000001318,web,sales,0.7444,2023-05-31
00000000-0000-0000-0000-00000098973c,00000000-0000-0000-0000-000000000a18,web,marketing,0.0354,2022-11-27
00000000-0000-0000-0000-00000098973d,00000000-0000-0000-0000-0000000012fe,phone,sales,0.0537,2022-04-25
00000000-0000-0000-0000-00000098973e,00000000-0000-0000-0000-000000000ebf,chat,sales,0.6929,2022-12-28
00000000-0000-0000-0000-00000098973f,00000000-0000-0000-0000-000000000572,phone,support,0.1548,2023-08-27
00000000-0000-0000-0000-000000989740,00000000-0000-0000-0000-0000000001db,phone,support,0.3894,2023-01-15
00000000-0000-0000-0000-000000989741,00000000-0000-0000-0000-000000000083,web,sales,0.7748,2023-09-18
00000000-0000-0000-0000-000000989742,00000000-0000-0000-0000-000000001097,web,support,0.2052,2022-06-21
00000000-0000-0000-0000-000000989743,00000000-0000-0000-0000-0000000007fd,email,marketing,0.7477,2023-03-29
00000000-0000-0000-0000-000000989744,00000000-0000-0000-0000-000000000f5a,phone,marketing,0.1773,2023-01-29
00000000-0000-0000-0000-000000989745,00000000-0000-0000-0000-00000000069f,phone,sales,0.9034,2022-06-28
00000000-0000-0000-0000-000000989746,00000000-0000-0000-0000-000000000979,web,sales,0.2874,2023-03-03
00000000-0000-0000-0000-000000989747,00000000-0000-0000-0000-000000000920,phone,sales,0.5669,2023-12-04
00000000-0000-0000-0000-000000989748,00000000-0000-0000-0000-0000000002af,web,support,0.3641,2022-02-15
00000000-0000-0000-0000-000000989749,00000000-0000-0000-0000-00000000099d,web,support,0.8734,2023-09-20
00000000-0000-0000-0000-00000098974a,00000000-0000-0000-0000-0000000009b3,web,marketing,0.1155,2022-04-25
00000000-0000-0000-0000-00000098974b,00000000-0000-0000-0000-000000000722,phone,support,0.3401,2023-10-21
00000000-0000-0000-0000-00000098974c,00000000-0000-0000-0000-000000000261,web,marketing,0.6365,2022-07-20
00000000-0000-0000-0000-00000098974d,00000000-0000-0000-0000-000000001251,chat,support,0.9754,2023-01-27
00000000-0000-0000-0000-00000098974e,00000000-0000-0000-0000-000000000627,chat,sales,0.1255,2022-12-20
00000000-0000-0000-0000-00000098974f,00000000-0000-0000-0000-0000000005d5,phone,sales,0.5849,2022-08-10
00000000-0000-0000-0000-000000989750,00000000-0000-0000-0000-000000000e97,web,sales,0.5848,2023-04-22
00000000-0000-0000-0000-000000989751,00000000-0000-0000-0000-0000000004bb,email,support,0.5927,2022-09-18
00000000-0000-0000-0000-000000989752,00000000-0000-0000-0000-0000000006ce,web,support,0.6366,2023-06-21
00000000-0000-0000-0000-000000989753,00000000-0000-0000-0000-00000000056f,email,marketing,0.8483,2023-09-30
00000000-0000-0000-0000-000000989754,00000000-0000-0000-0000-0000000000cb,chat,sales,0.2228,2023-06-12
00000000-0000-0000-0000-000000989755,00000000-0000-0000-0000-000000000a59,chat,support,0.4227,2023-07-20
00000000-0000-0000-0000-000000989756,00000000-0000-0000-0000-0000000011ad,web,support,0.9083,2022-05-14
00000000-0000-0000-0000-000000989757,00000000-0000-0000-0000-000000000c76,chat,sales,0.8182,2023-07-20
00000000-0000-0000-0000-000000989758,00000000-0000-0000-0000-000000000f2f,chat,marketing,0.9759,2022-12-28
00000000-0000-0000-0000-000000989759,00000000-0000-0000-0000-00000000043b,chat,support,0.6706,2022-10-25
00000000-0000-0000-0000-00000098975a,00000000-0000-0000-0000-000000000496,phone,sales,0.5671,2022-10-09
00000000-0000-0000-0000-00000098975b,00000000-0000-0000-0000-00000000040c,phone,marketing,0.5808,2022-02-26
00000000-0000-0000-0000-00000098975c,00000000-0000-0000-0000-00000000085a,web,sales,0.3686,2022-10-29
00000000-0000-0000-0000-00000098975d,00000000-0000-0000-0000-000000000957,chat,sales,0.6373,2022-07-10
00000000-0000-0000-0000-00000098975e,00000000-0000-0000-0000-000000000517,chat,sales,0.2573,2022-08-11
00000000-0000-0000-0000-00000098975f,00000000-0000-0000-0000-0000000001eb,phone,marketing,0.0631,2022-03-18
00000000-0000-0000-0000-000000989760,00000000-0000-0000-0000-000000000464,phone,support,0.1107,2022-09-29
00000000-0000-0000-0000-000000989761,00000000-0000-0000-0000-00000000119a,email,marketing,0.2844,2023-06-06
00000000-0000-0000-0000-000000989762,00000000-0000-0000-0000-00000000025f,chat,sales,0.8697,2023-02-27
00000000-0000-0000-0000-000000989763,00000000-0000-0000-0000-000000000731,phone,marketing,0.4315,2023-05-09
00000000-0000-0000-0000-000000989764,00000000-0000-0000-0000-000000000507,web,sales,0.4103,2022-06-15
00000000-0000-0000-0000-000000989765,00000000-0000-0000-0000-000000000ed0,email,marketing,0.6345,2022-03-04
00000000-0000-0000-0000-000000989766,00000000-0000-0000-0000-000000000d8d,email,marketing,0.2833,2023-08-09
00000000-0000-0000-0000-000000989767,00000000-0000-0000-0000-0000000009f7,email,sales,0.935,2023-10-18
00000000-0000-0000-0000-000000989768,00000000-0000-0000-0000-000000000e6f,chat,support,0.7467,2022-10-14
00000000-0000-0000-0000-000000989769,00000000-0000-0000-0000-00000000122c,chat,sales,0.8004,2022-07-30
00000000-0000-0000-0000-00000098976a,00000000-0000-0000-0000-000000000ed9,web,sales,0.4367,2023-07-24
00000000-0000-0000-0000-00000098976b,00000000-0000-0000-0000-0000000001bd,web,support,0.3097,2023-12-06
00000000-0000-0000-0000-00000098976c,00000000-0000-0000-0000-000000000598,chat,marketing,0.8953,2022-12-04
00000000-0000-0000-0000-00000098976d,00000000-0000-0000-0000-000000000bb4,email,marketing,0.216,2022-09-29
00000000-0000-0000-0000-00000098976e,00000000-0000-0000-0000-0000000012bd,chat,support,0.9807,2022-03-13
00000000-0000-0000-0000-00000098976f,00000000-0000-0000-0000-0000000007be,chat,marketing,0.7261,2022-12-15
00000000-0000-0000-0000-000000989770,00000000-0000-0000-0000-000000000b12,email,marketing,0.4017,2023-12-03
00000000-0000-0000-0000-000000989771,00000000-0000-0000-0000-000000000fc7,email,marketing,0.1684,2023-04-28
00000000-0000-0000-0000-000000989772,00000000-0000-0000-0000-0000000004ae,phone,marketing,0.5279,2022-09-27
00000000-0000-0000-0000-000000989773,00000000-0000-0000-0000-0000000006b1,email,sales,0.7909,2023-08-31
00000000-0000-0000-0000-000000989774,00000000-0000-0000-0000-000000000f79,phone,sales,0.5144,2023-04-10
00000000-0000-0000-0000-000000989775,00000000-0000-0000-0000-0000000012d3,phone,marketing,0.5013,2022-01-25
00000000-0000-0000-0000-000000989776,00000000-0000-0000-0000-000000000a45,phone,marketing,0.6317,2023-09-02
00000000-0000-0000-0000-000000989777,00000000-0000-0000-0000-000000000be9,web,sales,0.3386,2022-11-16
00000000-0000-0000-0000-000000989778,00000000-0000-0000-0000-00000000100d,phone,marketing,0.1012,2022-01-28
00000000-0000-0000-0000-000000989779,00000000-0000-0000-0000-0000000008ef,email,support,0.3858,2022-02-19
